geneID,Gene_name,Chr,Start,End,Gene_length
FBgn0267736,asRNA:CR46067,3L,14053100,14054304,1204
FBgn0267737,asRNA:CR46068,3L,21333010,21333511,501
FBgn0267739,asRNA:CR46070,2L,12040782,12041515,733
FBgn0267742,lncRNA:CR46073,3R,26847809,26849236,1427
FBgn0267743,asRNA:CR46074,2L,7724576,7724976,400
FBgn0267744,lncRNA:CR46075,2R,6501032,6501772,740
FBgn0267750,asRNA:CR46081,3R,15275601,15276217,616
FBgn0267751,asRNA:CR46082,3R,30135008,30137581,2573
FBgn0267753,lncRNA:CR46084,3R,26541292,26543209,1917
FBgn0267754,lncRNA:CR46085,3R,27245333,27245701,368
FBgn0267758,asRNA:CR46089,3R,23052916,23057984,5068
FBgn0267759,lncRNA:CR46090,3R,23333504,23333803,299
FBgn0267761,asRNA:CR46092,3R,23957305,23958388,1083
FBgn0267762,asRNA:CR46093,3R,24318816,24319782,966
FBgn0267763,lncRNA:CR46094,3R,24573770,24574304,534
FBgn0267764,lncRNA:CR46095,3R,24607271,24607795,524
FBgn0267765,asRNA:CR46096,3R,24815759,24817131,1372
FBgn0267767,lncRNA:CR46098,3R,25137701,25138001,300
FBgn0267768,asRNA:CR46099,3R,25262182,25262636,454
FBgn0267770,asRNA:CR46101,3R,25657393,25658274,881
FBgn0267773,asRNA:CR46104,3R,28336889,28337629,740
FBgn0267774,asRNA:CR46105,3R,28340412,28340800,388
FBgn0267776,asRNA:CR46107,3R,29054343,29055703,1360
FBgn0267777,lncRNA:CR46108,3R,29719713,29721191,1478
FBgn0267778,asRNA:CR46109,3R,29745209,29746083,874
FBgn0267779,lncRNA:CR46110,3R,29774324,29775051,727
FBgn0267780,lncRNA:CR46111,3R,30026218,30026872,654
FBgn0267781,lncRNA:CR46112,3R,30106997,30107532,535
FBgn0267786,lncRNA:CR46117,3R,30992803,30993615,812
FBgn0267790,rump,3R,9505853,9510324,4471
FBgn0267791,HnRNP-K,2R,20587551,20606854,19303
FBgn0267792,rgr,2R,8600415,8612295,11880
FBgn0267793,lncRNA:CR45232,2R,16297449,16306695,9246
FBgn0267794,lncRNA:CR43174,3L,17934032,17946114,12082
FBgn0267795,Frl,3L,14053215,14071583,18368
FBgn0267796,Tmc,3L,9597764,9614001,16237
FBgn0267798,lncRNA:CR46123,3R,1366234,1366601,367
FBgn0267800,lncRNA:CR46125,3R,8460241,8461200,959
FBgn0267801,lncRNA:CR46126,3R,8413803,8414185,382
FBgn0267802,lncRNA:CR46127,3R,7883693,7884441,748
FBgn0267803,asRNA:CR46128,3R,7537842,7541279,3437
FBgn0267804,asRNA:CR46129,3R,7544843,7545250,407
FBgn0267808,asRNA:CR46133,3R,5858195,5858894,699
FBgn0267809,asRNA:CR46134,3R,5662901,5665032,2131
FBgn0267810,asRNA:CR46135,3R,5613280,5616308,3028
FBgn0267811,asRNA:CR46136,3R,5560472,5561573,1101
FBgn0267812,asRNA:CR46137,3R,4737500,4737908,408
FBgn0267813,asRNA:CR46138,3R,4434624,4436101,1477
FBgn0267814,asRNA:CR46139,3R,4393350,4394493,1143
FBgn0267815,asRNA:CR46140,3R,4309944,4310869,925
FBgn0267817,lncRNA:CR46142,3R,7997606,7998352,746
FBgn0267818,lncRNA:CR46143,3R,7995985,7997435,1450
FBgn0267819,asRNA:CR46144,3R,9795008,9796050,1042
FBgn0267820,asRNA:CR46145,3R,9393890,9394737,847
FBgn0267821,da,2L,10388105,10393228,5123
FBgn0267823,Gmer,2R,22887574,22888857,1283
FBgn0267824,PRAS40,2R,14481187,14497312,16125
FBgn0267828,Fatp1,2L,10510672,10517218,6546
FBgn0267468,asRNA:CR45818,3L,1796854,1797272,418
FBgn0267849,Syx7,3L,21445834,21448128,2294
FBgn0267861,Maf1,2R,1512810,1527095,14285
FBgn0267866,CR46154,3R,12504977,12505250,273
FBgn0267867,CR46155,3R,12508260,12508533,273
FBgn0267910,lncRNA:CR34335,X,3545750,3546110,360
FBgn0267912,CanA-14F,X,16560684,16587172,26488
FBgn0267913,asRNA:CR46194,2R,12169558,12171706,2148
FBgn0267914,asRNA:CR46195,X,8564408,8565178,770
FBgn0267923,lncRNA:CR46204,2L,17450494,17452384,1890
FBgn0267927,lncRNA:CR46208,2L,9663744,9668501,4757
FBgn0267959,lncRNA:CR46239,3R,13864597,13865095,498
FBgn0267964,CG46244,2L,19606569,19731561,124992
FBgn0267966,asRNA:CR46246,3L,9597171,9598375,1204
FBgn0267967,corolla,X,17629791,17632047,2256
FBgn0267972,Der-1,2L,1973957,1975413,1456
FBgn0267975,vib,3R,19215434,19226651,11217
FBgn0267976,Tim23,2L,23312465,23313578,1113
FBgn0267977,mh,X,15472804,15475400,2596
FBgn0267978,ap,2R,5706202,5727525,21323
FBgn0267984,asRNA:CR46251,3L,12806687,12808545,1858
FBgn0267987,lncRNA:CR46254,2L,54817,55767,950
FBgn0267988,asRNA:CR46255,3R,4235294,4235973,679
FBgn0267989,asRNA:CR46256,2L,13174227,13175365,1138
FBgn0267990,lncRNA:CR46257,2R,9578905,9579271,366
FBgn0267991,lncRNA:CR46258,2L,490835,492649,1814
FBgn0267995,asRNA:CR46262,2L,283807,284255,448
FBgn0267996,asRNA:CR46263,2L,286383,288292,1909
FBgn0268063,ltl,3L,7518997,7528013,9016
FBgn0270924,zf30C,2L,9758342,9762375,4033
FBgn0270925,CG4836,3R,20013872,20018248,4376
FBgn0270926,AsnS,3L,21173118,21174973,1855
FBgn0270927,betaGlu,3R,31769293,31771848,2555
FBgn0270928,VAChT,3R,18705501,18718916,13415
FBgn0275434,asRNA:CR46266,3L,13840611,13842198,1587
FBgn0275436,PheRS-m,2R,13968308,13969902,1594
FBgn0278598,lncRNA:CR46268,2L,22538230,22548452,10222
FBgn0278599,asRNA:CR46269,2R,5957588,5959299,1711
FBgn0278604,dmt,3R,9711142,9714675,3533
FBgn0278608,Dsp1,X,16333612,16340624,7012
FBgn0283427,FASN1,2L,3056598,3068177,11579
FBgn0283428,lncRNA:CR46271,2R,18541144,18542454,1310
FBgn0283429,CR46272,X,20202076,20203054,978
FBgn0283430,CR46273,X,20209746,20210724,978
FBgn0283431,CR46274,X,20217402,20218376,974
FBgn0283432,SdicA,X,20197319,20201933,4614
FBgn0283433,SdicB,X,20205043,20209603,4560
FBgn0283434,SdicC,X,20212738,20217259,4521
FBgn0283437,PPO1,2R,17887220,17889973,2753
FBgn0283438,CG46280,3R,13026283,13030659,4376
FBgn0283439,CG46281,3R,13028920,13030307,1387
FBgn0283440,solo,2L,15061656,15072133,10477
FBgn0283442,vas,2L,15061656,15074311,12655
FBgn0283450,Glo1,2R,7393546,7395932,2386
FBgn0283451,br,X,1575132,1664869,89737
FBgn0283461,Drs,3L,3369556,3369942,386
FBgn0283467,PolD3,2L,15254819,15256304,1485
FBgn0283468,slmb,3R,21119252,21127485,8233
FBgn0283469,Vps4,X,17907692,17911097,3405
FBgn0283471,wupA,X,18105568,18116922,11354
FBgn0283472,S6k,3L,5797549,5810931,13382
FBgn0283473,S6KL,X,18788464,18806057,17593
FBgn0283476,Dhc16F,X,18064483,18078472,13989
FBgn0283477,SF2,3R,16338943,16341988,3045
FBgn0283478,und,2L,9763369,9765338,1969
FBgn0283479,Alp1,3L,21442227,21444819,2592
FBgn0283494,Ak2,2R,24024207,24025877,1670
FBgn0283499,InR,3R,21570248,21619321,49073
FBgn0283500,Sac1,3L,1247817,1250451,2634
FBgn0283503,Neurl4,3L,14043694,14049892,6198
FBgn0283508,nw,2R,17502354,17508645,6291
FBgn0283509,Phm,2R,23985175,23988455,3280
FBgn0283510,Pal1,2R,9959549,9963853,4304
FBgn0283521,lola,2R,10481894,10543291,61397
FBgn0283525,l(2)10685,2L,1147822,1149449,1627
FBgn0283531,Duox,2L,2815970,2830248,14278
FBgn0283535,Vha26,3R,5591763,5595356,3593
FBgn0283536,Vha13,3R,19643018,19644386,1368
FBgn0283545,vilya,X,2726678,2727568,890
FBgn0283625,CG46298,2R,10353368,10354389,1021
FBgn0283649,elgi,3L,15956550,15958433,1883
FBgn0283651,CG46301,2L,14104090,14160587,56497
FBgn0283652,Rpp30,2L,251039,252373,1334
FBgn0283657,Tlk,X,3720007,3789770,69763
FBgn0283658,muc,2L,7426866,7430329,3463
FBgn0283659,Thg,2L,15008489,15009724,1235
FBgn0283666,Rap2l,2R,24063051,24065405,2354
FBgn0283680,IP3K2,X,13303633,13329303,25670
FBgn0283681,Tcs3,3L,16351991,16353286,1295
FBgn0283682,Ge-1,2L,11095150,11100888,5738
FBgn0283712,LIMK1,X,12584385,12592193,7808
FBgn0283724,Girdin,3L,3178930,3185287,6357
FBgn0283741,prage,X,1773719,1853667,79948
FBgn0284080,CG46302,2R,854814,855571,757
FBgn0284081,CG46303,3R,5821972,5822435,463
FBgn0284083,CG46305,2R,10351533,10352161,628
FBgn0284084,wg,2L,7307159,7316265,9106
FBgn0284220,Top2,2L,19447365,19453490,6125
FBgn0284221,Sema5c,3L,12067511,12081830,14319
FBgn0284222,CG46306,X,16826681,16835520,8839
FBgn0284223,CG46307,2L,21104568,21132909,28341
FBgn0284224,CG46308,2L,13461774,13500427,38653
FBgn0284225,CG46309,2L,16245835,16251788,5953
FBgn0284226,CG46310,3R,23173873,23185642,11769
FBgn0284227,CG46311,X,13563823,13590570,26747
FBgn0284228,CG46312,X,15987166,15991974,4808
FBgn0284229,CG46313,3R,26978541,26985706,7165
FBgn0284230,CG46314,2L,21314360,21319527,5167
FBgn0284231,CG46315,2R,17703335,17719346,16011
FBgn0284232,CG46316,3R,24712780,24717430,4650
FBgn0284233,CG46317,X,14261223,14264844,3621
FBgn0284234,CG46318,3R,18680604,18685290,4686
FBgn0284235,CG46319,2R,10124293,10137472,13179
FBgn0284236,CG46320,3L,5664121,5749599,85478
FBgn0284237,CG46321,2R,10205454,10227957,22503
FBgn0284238,lncRNA:CR46322,2R,10209724,10211347,1623
FBgn0284243,betaTub56D,2R,19447319,19451600,4281
FBgn0284244,l(2)k05911,2L,13251509,13257426,5917
FBgn0284245,eEF1alpha1,2R,11891135,11895762,4627
FBgn0284246,l(2)k09848,2R,6074471,6076367,1896
FBgn0284247,ds,2L,640013,714983,74970
FBgn0284248,Cyt-c-p,2L,16719932,16722644,2712
FBgn0284249,Adf1,2R,6662265,6668085,5820
FBgn0284251,l(2)05287,2L,21094966,21102429,7463
FBgn0284252,Letm1,2R,24509508,24515320,5812
FBgn0284253,LeuRS,2L,3510328,3514656,4328
FBgn0284254,Impbeta11,2R,15682719,15687415,4696
FBgn0284255,Arpc4,2L,6125132,6125911,779
FBgn0284256,bsf,2L,18449517,18454587,5070
FBgn0284257,Ttd14,2R,18430315,18440475,10160
FBgn0284408,trol,X,2470460,2545427,74967
FBgn0284421,Psn,3L,20432468,20435156,2688
FBgn0284435,tyn,X,140318,200663,60345
FBgn0284436,CCT8,2R,8904844,8906990,2146
FBgn0284442,Mcm3,X,5323855,5326738,2883
FBgn0284444,ddbt,3L,317084,317789,705
FBgn0285879,disco-r,X,16118067,16148977,30910
FBgn0285892,tea,2R,9891955,9898513,6558
FBgn0285896,btl,3L,14075772,14083229,7457
FBgn0285910,VhaAC39-1,X,3880748,3882967,2219
FBgn0285911,Vps16A,3R,9267019,9270224,3205
FBgn0285912,mah,3R,24947632,24949539,1907
FBgn0285913,red,3R,14289071,14302276,13205
FBgn0285917,sbb,2R,18278198,18357296,79098
FBgn0285925,Fas1,3R,16625238,16639771,14533
FBgn0285926,Imp,X,10787869,10824277,36408
FBgn0285937,Rab1,3R,21266029,21269060,3031
FBgn0285943,knon,2R,16496889,16499429,2540
FBgn0285944,para,X,16455027,16533096,78069
FBgn0285947,RpS10b,X,19598031,19599806,1775
FBgn0285948,RpL27A,2L,4457186,4458364,1178
FBgn0285949,RpL31,2R,9587193,9587989,796
FBgn0285950,RpL19,2R,24967877,24969547,1670
FBgn0285951,mRpS34,3L,16348074,16348782,708
FBgn0285952,eEF5,2R,24057798,24059483,1685
FBgn0285954,caz,X,16288810,16293520,4710
FBgn0285955,cv-c,3R,14391683,14481713,90030
FBgn0285958,Fuca,3L,11518798,11522713,3915
FBgn0285959,sisRNA:1,3R,5609245,5609611,366
FBgn0285963,CG46339,3R,26915761,26945309,29548
FBgn0285970,CG32500,X,21621541,21623750,2209
FBgn0285971,prg,2L,8464488,8466694,2206
FBgn0285991,hpRNA:CR18854,2L,9787294,9790745,3451
FBgn0285992,hpRNA:CR46342,X,4921677,4928133,6456
FBgn0285994,hpRNA:CR46340,3L,21576445,21576683,238
FBgn0286027,Rnmt,2L,15009939,15011764,1825
FBgn0286028,lncRNA:CR46348,3L,22570364,22572033,1669
FBgn0286029,lncRNA:CR46349,X,4074961,4075428,467
FBgn0286031,lncRNA:CR46351,3R,12645719,12646077,358
FBgn0286032,lncRNA:CR46352,3R,5042652,5043025,373
FBgn0286034,asRNA:CR46354,3R,13459671,13466106,6435
FBgn0286035,sisRNA:CR46357,3R,9630255,9630440,185
FBgn0286036,sisRNA:CR46358,3R,4639789,4640004,215
FBgn0286037,sisRNA:3,3L,22269932,22270220,288
FBgn0286040,sisRNA:2,X,16612777,16613274,497
FBgn0286042,sisRNA:CR46364,3R,25246874,25247422,548
FBgn0286051,Rexo5,3L,6603684,6608739,5055
FBgn0286070,cnk,2R,17413970,17420007,6037
FBgn0286071,AdamTS-A,3R,15442246,15476193,33947
FBgn0286075,DNAlig3,3R,12399011,12401839,2828
FBgn0286198,LKRSDH,2L,7791175,7795959,4784
FBgn0286199,shps,3R,24279572,24281576,2004
FBgn0286203,stw,2R,5413744,5456095,42351
FBgn0286213,RpS12,3L,13023352,13024762,1410
FBgn0286222,Fum1,X,6678424,6681845,3421
FBgn0286506,Mpi,3R,9759622,9761208,1586
FBgn0286507,vrs,3R,12447653,12449046,1393
FBgn0286508,Had1,X,16306912,16308667,1755
FBgn0286511,Pld,2R,6242004,6255266,13262
FBgn0286516,aqz,3R,8813490,8820682,7192
FBgn0286567,gry,3L,3199090,3211348,12258
FBgn0286723,hll,2L,14027001,14029368,2367
FBgn0286729,snoRNA:Or-CD15,3L,1667151,1667247,96
FBgn0286737,snoRNA:Or-CD16,2L,3504032,3504182,150
FBgn0286738,scaRNA:MeU4:25F-C137,3R,5584502,5584644,142
FBgn0286739,snoRNA:Me28S-C993,3L,10196162,10196254,92
FBgn0286758,snoRNA:Me18S-G1358c,3L,27267383,27267450,67
FBgn0286778,CG46385,2R,7737019,7782637,45618
FBgn0286781,cass,2L,17474912,17477888,2976
FBgn0286782,flz,2R,8969346,8985900,16554
FBgn0286783,Etf-QO,2R,9910893,9913488,2595
FBgn0286784,TER94,2R,9989159,9993559,4400
FBgn0286785,scb,2R,15248784,15258498,9714
FBgn0286786,hoip,2L,9699791,9700459,668
FBgn0286788,Orc1,2R,7522437,7525716,3279
FBgn0286809,xmas,X,17151231,17159306,8075
FBgn0286813,SRPK,2R,15380724,15387851,7127
FBgn0286818,Pdi,3L,15137738,15142840,5102
FBgn0286827,lncRNA:CR43334,3L,628435,643900,15465
FBgn0286828,dind,3R,18674626,18677539,2913
FBgn0286833,CG46387,3L,9898626,9899387,761
FBgn0286852,naz,3R,18316075,18328942,12867
FBgn0286868,lncRNA:SMRG,X,12680687,12682560,1873
FBgn0286870,lncRNA:enrr,X,513106,523226,10120
FBgn0286871,lncRNA:CR46393,3R,19212154,19212727,573
FBgn0286875,CG46397,2L,8947266,8947871,605
FBgn0286878,sbRNA:1,X,16633124,16633208,84
FBgn0286879,CR46401,3R,5163822,5164106,284
FBgn0286883,CR46405,4,215957,216263,306
FBgn0286898,Tango1,2L,6649388,6654574,5186
FBgn0286914,lncRNA:CR46414,3L,11598012,11598821,809
FBgn0286916,lncRNA:CR46416,2L,20477264,20477586,322
FBgn0286928,CR46425,X,23101576,23102262,686
FBgn0286929,CG46426,2L,11842828,11843661,833
FBgn0286930,CG46427,3R,12437817,12439139,1322
FBgn0286931,CG46428,2R,17564340,17565852,1512
FBgn0286932,CG46429,2R,23713900,23733183,19283
FBgn0286939,CG46433,2R,15698726,15701696,2970
FBgn0286940,CG46434,3L,19538425,19544205,5780
FBgn0286941,CG46435,3L,19545110,19547293,2183
FBgn0286979,CG46439,3L,11093371,11096245,2874
FBgn0286980,Iyd,3L,11093371,11096245,2874
FBgn0287182,l(3)80Fj,3L,27967244,28012599,45355
FBgn0287183,l(3)80Fg,3L,25798441,26014112,215671
FBgn0287184,FASN3,3L,25752859,25762779,9920
FBgn0287185,nvd,3L,24324866,24401655,76789
FBgn0287186,scro,3L,24724162,24758036,33874
FBgn0287187,mRpS5,3L,24537236,24543534,6298
FBgn0287204,Cog8,2L,11496804,11498948,2144
FBgn0287209,Gfat1,3R,4126442,4137882,11440
FBgn0287210,CG46440,X,15854857,15857823,2966
FBgn0287215,lncRNA:CR46445,2R,20064280,20065437,1157
FBgn0287216,lncRNA:CR46446,2R,20066483,20067395,912
FBgn0287218,CG46448,2L,2391660,2392105,445
FBgn0287225,bor,3R,16261355,16264115,2760
FBgn0287234,slf,2L,4796600,4801923,5323
FBgn0287423,Nplp2,3L,13356376,13357223,847
FBgn0287454,Pa1,X,11359236,11360929,1693
FBgn0287461,lncRNA:CR46450,2L,23176238,23177906,1668
FBgn0287462,lncRNA:CR46451,3L,9036594,9040929,4335
FBgn0287463,asRNA:CR46452,3R,27929662,27931376,1714
FBgn0287464,asRNA:CR46453,2R,9971397,9972752,1355
FBgn0287478,Camta,2R,9446046,9480076,34030
FBgn0287585,Pss,3L,20522440,20526174,3734
FBgn0287586,CG46456,3L,5343619,5355346,11727
FBgn0287588,CG46458,3R,6896253,6958370,62117
FBgn0287589,CG46459,3R,10696647,10698976,2329
FBgn0287590,CG46460,3L,4224710,4227302,2592
FBgn0287592,CG46462,3L,19931691,19932331,640
FBgn0287594,CG46463,3L,3461315,3466314,4999
FBgn0287595,CG46464,X,17422320,17443994,21674
FBgn0287597,CG46466,4,661009,663124,2115
FBgn0287598,CG46467,3R,9874681,9988876,114195
FBgn0287599,CG46468,2L,9548258,9565438,17180
FBgn0287601,asRNA:CR46470,3R,15921025,15921834,809
FBgn0287603,lncRNA:CR46472,X,21520175,21527105,6930
FBgn0287604,asRNA:CR46473,X,14243302,14259236,15934
FBgn0287605,lncRNA:CR46474,3R,25140294,25156085,15791
FBgn0287606,lncRNA:CR46475,3L,23266134,23279170,13036
FBgn0287608,lncRNA:CR46477,2R,4802420,4815130,12710
FBgn0287609,lncRNA:CR46478,2R,4788763,4801505,12742
FBgn0287610,asRNA:CR46479,2L,13241409,13242021,612
FBgn0287612,lncRNA:CR46481,2R,2862767,2866470,3703
FBgn0287613,lncRNA:CR46482,3L,27821333,27881412,60079
FBgn0287614,lncRNA:CR46483,3L,24957239,24975495,18256
FBgn0287615,asRNA:CR46484,3L,20785216,20789624,4408
FBgn0287616,asRNA:CR46485,2R,18853372,18861263,7891
FBgn0287619,lncRNA:CR46488,4,180529,182098,1569
FBgn0287620,lncRNA:CR46489,2R,3481473,3483439,1966
FBgn0287630,dbf,2L,10651613,10654499,2886
FBgn0287631,CG46491,2R,17100241,17107542,7301
FBgn0287632,CG46492,2R,17104321,17105578,1257
FBgn0287633,lncRNA:Vinr,X,12749894,12752350,2456
FBgn0287645,ccb,X,21193253,21194521,1268
FBgn0287668,lncRNA:CR46495,2L,3495334,3496000,666
FBgn0287695,KFase,2L,6487342,6488756,1414
FBgn0287696,mus302,3L,16776531,16779736,3205
FBgn0287720,Pen,2L,10056900,10060095,3195
FBgn0287724,Ca-beta,2L,11156118,11203544,47426
FBgn0287725,sov,X,6756322,6770712,14390
FBgn0287767,Cndp2,2R,5697872,5700212,2340
FBgn0287768,esg,2L,15333866,15336138,2272
FBgn0287774,CG9143,2R,20275973,20278915,2942
FBgn0287775,18w,2R,20111511,20116932,5421
FBgn0287788,Datp,2L,9938178,9938790,612
FBgn0287825,Vha44,2R,16324813,16336637,11824
FBgn0287828,Pkcdelta,X,12432224,12453650,21426
FBgn0287831,speck,2R,24139563,24157762,18199
FBgn0287844,Dhc1,3R,9651179,9674643,23464
FBgn0287864,hbs,2R,15011396,15042134,30738
FBgn0287873,zip,2R,24990570,25011965,21395
FBgn0288229,CG3164,2L,122624,130791,8167
FBgn0288232,Cyp6a21,2R,14885264,14886947,1683
FBgn0288310,mv,3L,1950306,1964178,13872
FBgn0288433,L,2R,14435899,14465881,29982
FBgn0288447,BaraA2,2R,13407011,13408358,1347
FBgn0288469,Pex23,3L,20297129,20302141,5012
FBgn0288470,Cpsf5,3L,9411038,9413835,2797
FBgn0288631,Yif1,3R,26717871,26719806,1935
FBgn0288686,betaTub60D,2R,24305881,24313099,7218
FBgn0288690,Dna2,X,10010481,10014279,3798
FBgn0288700,stg1,X,21093844,21111417,17573
FBgn0288701,lncRNA:CR46499,X,4373271,4383220,9949
FBgn0288748,CG46523,3L,1933633,1939103,5470
FBgn0288810,CG46525,3L,17475220,17475429,209
FBgn0288833,RPA3,X,11615097,11615840,743
FBgn0288834,RPA2,2L,20924975,20926147,1172
FBgn0288846,unc-45,3R,8033301,8037403,4102
FBgn0288856,peo,2R,9864510,9875072,10562
FBgn0288857,Ype,X,13385914,13387417,1503
FBgn0288875,Cul5,3R,29059272,29062975,3703
FBgn0288888,tx,3R,26440778,26448991,8213
FBgn0288966,Med,3R,31611046,31615375,4329
FBgn0288967,CG10793,X,3314744,3316402,1658
FBgn0288976,Dnaaf5,3R,14358356,14361786,3430
FBgn0289108,Archease,3R,21661186,21662972,1786
FBgn0289122,Ino80,3R,19368995,19403153,34158
FBgn0289323,IntS8,2R,16850437,16854104,3667
FBgn0289438,lncRNA:CR46529,2L,9747046,9747785,739
FBgn0289440,lncRNA:CR46531,3R,14099143,14099715,572
FBgn0289444,lncRNA:CR46535,2L,7595504,7597500,1996
FBgn0289556,blo,2R,8735810,8759590,23780
FBgn0289578,CG4199,X,2066435,2073483,7048
FBgn0289579,Dld,3L,17846916,17849601,2685
FBgn0289650,jbug,2R,22717321,22740459,23138
FBgn0003295,ru,3L,1370628,1387437,16809
FBgn0035217,FucTD,3L,1416231,1417933,1702
FBgn0004635,rho,3L,1463811,1468944,5133
FBgn0028567,robl62A,3L,1477619,1478369,750
FBgn0035227,Iml1,3L,1523414,1534034,10620
FBgn0011204,cue,3L,1503226,1517271,14045
FBgn0028577,hfp,3L,1496853,1502590,5737
FBgn0043458,CG12084,3L,1490951,1496643,5692
FBgn0020248,stet,3L,1475438,1489547,14109
FBgn0035218,CG9173,3L,1421199,1423471,2272
FBgn0035213,indra,3L,1339460,1342403,2943
FBgn0035211,CG2211,3L,1333239,1335359,2120
FBgn0035210,msd5,3L,1332307,1333146,839
FBgn0035208,CG9184,3L,1321792,1322806,1014
FBgn0035206,sturkopf,3L,1311719,1313377,1658
FBgn0035204,Nt5a,3L,1304850,1307418,2568
FBgn0010333,Rac1,3L,1300879,1302683,1804
FBgn0035194,Psf1,3L,1246986,1247677,691
FBgn0052318,CG32318,3L,1246073,1246923,850
FBgn0004378,Klp61F,3L,1241568,1245910,4342
FBgn0035193,CG9192,3L,1237133,1238319,1186
FBgn0035229,pns,3L,1537137,1544823,7686
FBgn0041342,Pcyt1,3L,1546092,1553504,7412
FBgn0035231,Pcyt2,3L,1553493,1555315,1822
FBgn0035233,Pex10,3L,1558228,1559863,1635
FBgn0035236,Tmep,3L,1569181,1576330,7149
FBgn0035237,CG13917,3L,1576699,1600845,24146
FBgn0035244,ABCB7,3L,1618414,1623413,4999
FBgn0053230,CG33230,3L,1618414,1620397,1983
FBgn0013753,Bgb,3L,1639711,1640952,1241
FBgn0035248,CG13919,3L,1645467,1645983,516
FBgn0025712,CG13920,3L,1648944,1651501,2557
FBgn0035252,CG7970,3L,1652750,1654238,1488
FBgn0035254,CG7974,3L,1665138,1666594,1456
FBgn0035257,CG12011,3L,1694617,1696412,1795
FBgn0035260,CG7991,3L,1674709,1715541,40832
FBgn0035266,Gk2,3L,1738407,1745421,7014
FBgn0035267,CG13921,3L,1746907,1752390,5483
FBgn0035268,CG8001,3L,1756159,1759208,3049
FBgn0027903,PolD2,3L,1775633,1777019,1386
FBgn0035272,mRpL46,3L,1777439,1778347,908
FBgn0011573,Cdc37,3L,1795392,1797307,1915
FBgn0035273,CG12020,3L,1797305,1798610,1305
FBgn0067864,Patj,3L,1798803,1802184,3381
FBgn0027790,GV1,3L,1810588,1822903,12315
FBgn0035280,Cpr62Bb,3L,1832636,1835164,2528
FBgn0035279,Cpr62Ba,3L,1824129,1831783,7654
FBgn0025820,JTBR,3L,1802008,1802856,848
FBgn0024510,dlt,3L,1789631,1795328,5697
FBgn0035271,CG2021,3L,1777010,1777411,401
FBgn0035270,CG13933,3L,1771809,1775147,3338
FBgn0013811,Dhc62B,3L,1759172,1771758,12586
FBgn0022702,Cht2,3L,1752328,1755934,3606
FBgn0035264,Oseg4,3L,1730993,1735767,4774
FBgn0027594,drpr,3L,1715595,1731107,15512
FBgn0035262,CG18171,3L,1720616,1723153,2537
FBgn0035256,CG13930,3L,1670407,1672727,2320
FBgn0035255,RabX5,3L,1668901,1670108,1207
FBgn0026372,RpL23A,3L,1666288,1668654,2366
FBgn0035251,Vta1,3L,1651432,1652900,1468
FBgn0035249,CG17249,3L,1645931,1647464,1533
FBgn0025725,alphaCOP,3L,1641066,1645199,4133
FBgn0035247,Mettl2,3L,1637942,1639235,1293
FBgn0013342,nSyb,3L,1630348,1637752,7404
FBgn0035245,GC,3L,1623179,1629301,6122
FBgn0035246,CG13928,3L,1625791,1628377,2586
FBgn0035243,CG13926,3L,1617348,1618158,810
FBgn0035241,CG12105,3L,1610696,1615801,5105
FBgn0035238,CG12104,3L,1600726,1602674,1948
FBgn0035235,CG7879,3L,1559813,1568608,8795
FBgn0035232,CG12099,3L,1555363,1558484,3121
FBgn0052313,CG32313,3L,1544828,1545743,915
FBgn0035228,CG12091,3L,1534929,1536835,1906
FBgn0035283,CG12024,3L,1857165,1859047,1882
FBgn0035285,CG12025,3L,1865430,1869491,4061
FBgn0035286,CG13924,3L,1870019,1871564,1545
FBgn0035294,Mfap1,3L,1941068,1942872,1804
FBgn0035295,Cnb,3L,1947565,1950262,2697
FBgn0035298,SCOT,3L,1963143,1966805,3662
FBgn0035300,acs,3L,1971638,1974285,2647
FBgn0027547,CG1927,3L,1966725,1970079,3354
FBgn0002872,mu2,3L,1942734,1947475,4741
FBgn0035293,CG5687,3L,1933633,1939103,5470
FBgn0035290,dsb,3L,1893408,1910197,16789
FBgn0035287,CG13937,3L,1876551,1883041,6490
FBgn0042712,HBS1,3L,1862881,1865240,2359
FBgn0004636,Rap1,3L,1859115,1862239,3124
FBgn0035282,CNMa,3L,1850915,1855591,4676
FBgn0035281,Cpr62Bc,3L,1840281,1842084,1803
FBgn0035317,Oseg2,3L,2229646,2235253,5607
FBgn0040507,ACXD,3L,2237608,2243719,6111
FBgn0015359,Elp5,3L,2257456,2258922,1466
FBgn0035323,CG13807,3L,2262919,2263615,696
FBgn0035334,CG8993,3L,2372199,2372876,677
FBgn0035336,CG9004,3L,2373728,2376488,2760
FBgn0035337,CG15877,3L,2376484,2377556,1072
FBgn0035335,mRpL23,3L,2372844,2373704,860
FBgn0035333,CG1317,3L,2367843,2371939,4096
FBgn0041709,yellow-g,3L,2269881,2272769,2888
FBgn0000543,ecd,3L,2263581,2265857,2276
FBgn0015360,oxt,3L,2258839,2262664,3825
FBgn0035321,CG1275,3L,2252744,2257423,4679
FBgn0035318,CG9018,3L,2235284,2237076,1792
FBgn0035316,CG15878,3L,2210873,2212503,1630
FBgn0026593,CG5707,3L,2189160,2192221,3061
FBgn0035312,CG15820,3L,2172995,2174332,1337
FBgn0026570,CG5704,3L,2169553,2170971,1418
